phi_blos_file,phi_time,phi_crlt_obs,hmi_crlt_obs,phi_dsun_au,lon_separation_deg,slope,pearson_r,n_pixels
solo_L2_phi-fdt-blos_20250302T001509_V03_0543020501.fits,2025-03-02T00:15:09+00:00,-7.708769,-7.2388,0.6087770677158247,15.295305999999982,0.5145598482218838,0.77672936237434,104676
solo_L2_phi-fdt-blos_20250302T031509_V03_0543020502.fits,2025-03-02T03:15:09+00:00,-7.7662166,-7.23437,0.6073917135487176,15.204864000000043,0.5178086810734862,0.7760849883405982,110038
solo_L2_phi-fdt-blos_20250302T061509_V03_0543020503.fits,2025-03-02T06:15:09+00:00,-7.8238165,-7.227357,0.6060029924372239,15.12114100000008,0.5010467914209189,0.7728467980359699,107702
solo_L2_phi-fdt-blos_20250302T091509_V03_0543020504.fits,2025-03-02T09:15:09+00:00,-7.881571,-7.22258,0.6046108522025387,15.040015999999923,0.49507825372024883,0.775155767709288,109024
solo_L2_phi-fdt-blos_20250302T121509_V03_0543020505.fits,2025-03-02T12:15:09+00:00,-7.9394775,-7.223529,0.6032153660506699,14.955093999999974,0.49610245961991534,0.7709429875758373,109180
solo_L2_phi-fdt-blos_20250302T151509_V03_0543020506.fits,2025-03-02T15:15:09+00:00,-7.9975374,-7.230305,0.6018165070240301,14.861577000000011,0.49213999104163764,0.7645116584785115,110680
solo_L2_phi-fdt-blos_20250302T181509_V03_0543020507.fits,2025-03-02T18:15:09+00:00,-8.0557502,-7.239557,0.6004142934211837,14.759188999999992,0.503265609019685,0.7746863999829788,110486
solo_L2_phi-fdt-blos_20250302T211509_V03_0543020508.fits,2025-03-02T21:15:09+00:00,-8.1141154,-7.24645,0.5990087394393643,14.652018000000055,0.5197162397378002,0.77734892817367,109553
solo_L2_phi-fdt-blos_20250303T001509_V03_0543030501.fits,2025-03-03T00:15:09+00:00,-8.1726339,-7.247518,0.5975998334445631,14.546493999999996,0.5352217426401171,0.7791346860733346,108463
solo_L2_phi-fdt-blos_20250303T041509_V03_0543030502.fits,2025-03-03T04:15:09+00:00,-8.250897,-7.240311,0.5957160873495039,14.415835000000015,0.5276284292427507,0.7797461075984906,110527
solo_L2_phi-fdt-blos_20250303T081509_V03_0543030503.fits,2025-03-03T08:15:09+00:00,-8.3294352,-7.23155,0.593826337114561,14.29492399999998,0.5163313240609608,0.7699813945821629,113072
solo_L2_phi-fdt-blos_20250303T121509_V03_0543030504.fits,2025-03-03T12:15:09+00:00,-8.4082409,-7.231219,0.5919307765939078,14.170886999999993,0.5270150360278572,0.767664592371905,112791
solo_L2_phi-fdt-blos_20250303T164509_V03_0543030505.fits,2025-03-03T16:45:09+00:00,-8.4972217,-7.242621,0.5897912290832947,13.958324000000005,0.5367742961019081,0.784322353171086,113406
solo_L2_phi-fdt-blos_20250303T201509_V03_0543030506.fits,2025-03-03T20:15:09+00:00,-8.5666645,-7.2517,0.588122032453256,13.879158000000018,0.5515413096238048,0.7932843616183085,113791
solo_L2_phi-fdt-blos_20250304T001509_V03_0543040501.fits,2025-03-04T00:15:09+00:00,-8.6462808,-7.253995,0.586208898848829,13.725170999999989,0.577731551519865,0.8003498731598627,111072
solo_L2_phi-fdt-blos_20250304T041509_V03_0543040502.fits,2025-03-04T04:15:09+00:00,-8.7261675,-7.246298,0.5842899145527939,13.581810000000019,0.5731543708886534,0.8051350879676717,112970
solo_L2_phi-fdt-blos_20250304T081509_V03_0543040503.fits,2025-03-04T08:15:09+00:00,-8.8063227,-7.237211,0.5823651275698578,13.448018999999988,0.5638146442540865,0.7980916705714607,115263
solo_L2_phi-fdt-blos_20250304T121509_V03_0543040504.fits,2025-03-04T12:15:09+00:00,-8.8867441,-7.236671,0.5804345938170015,13.310949999999991,0.5657226588913442,0.7909980269249478,114638
solo_L2_phi-fdt-blos_20250304T164509_V03_0543040505.fits,2025-03-04T16:45:09+00:00,-8.9775377,-7.247763,0.57825584458332,13.083525000000009,0.5712061970288378,0.7925545340005632,115200
solo_L2_phi-fdt-blos_20250304T201509_V03_0543040506.fits,2025-03-04T20:15:09+00:00,-9.0483878,-7.256472,0.5765562331080111,12.992617999999993,0.5908349879891945,0.8136593498616641,114716
solo_L2_phi-fdt-blos_20250305T044509_V03_0543050502.fits,2025-03-05T04:45:09+00:00,-9.2212909,-7.248425,0.5724104968695922,12.594423000000006,0.6034742616066907,0.8161624615313863,114585
solo_L2_phi-fdt-blos_20250305T081509_V03_0543050503.fits,2025-03-05T08:15:09+00:00,-9.2928308,-7.240636,0.5706959817761076,12.520142999999962,0.6130284184963317,0.8271258021472369,116159
solo_L2_phi-fdt-blos_20250305T121509_V03_0543050504.fits,2025-03-05T12:15:09+00:00,-9.3748341,-7.239886,0.5687312629143851,12.369034,0.613202611223771,0.8222996595957199,115988
solo_L2_phi-fdt-blos_20250305T163009_V03_0543050505.fits,2025-03-05T16:30:09+00:00,-9.4622454,-7.250088,0.5666376187979772,12.108968000000004,0.5904449375111441,0.8061986299488995,116770
solo_L2_phi-fdt-blos_20250305T201509_V03_0543050506.fits,2025-03-05T20:15:09+00:00,-9.5396135,-7.259003,0.5647850580383554,12.021818999999994,0.6128509565636883,0.8299318431789741,116842
solo_L2_phi-fdt-blos_20250306T001509_V03_0543060501.fits,2025-03-06T00:15:09+00:00,-9.6223853,-7.260224,0.5628036421187184,11.839416000000028,0.6333272045286479,0.8410747144544779,114995
solo_L2_phi-fdt-blos_20250306T041509_V03_0543060502.fits,2025-03-06T04:15:09+00:00,-9.7054084,-7.251555,0.5608167368537165,11.667290999999977,0.6270998069996702,0.8396377244403052,116230
solo_L2_phi-fdt-blos_20250306T081509_V03_0543060503.fits,2025-03-06T08:15:09+00:00,-9.7886814,-7.241826,0.5588243517094946,11.504448000000025,0.6170444934864766,0.8364738328320773,119482
solo_L2_phi-fdt-blos_20250306T121509_V03_0543060504.fits,2025-03-06T12:15:09+00:00,-9.8722024,-7.240866,0.5568265112980963,11.338017999999977,0.6120681510633859,0.8288720011245377,119316
solo_L2_phi-fdt-blos_20250306T161509_V03_0543060505.fits,2025-03-06T16:15:09+00:00,-9.9559649,-7.249651,0.5548233334766476,11.156000000000006,0.6002434395998314,0.83129292505445,121385
solo_L2_phi-fdt-blos_20250306T201509_V03_0543060506.fits,2025-03-06T20:15:09+00:00,-10.03997,-7.259294,0.5528147719459673,10.959288999999956,0.6040822774077351,0.8302179304791891,120317
solo_L2_phi-fdt-blos_20250307T001509_V03_0543070501.fits,2025-03-07T00:15:09+00:00,-10.124214,-7.259979,0.5508008570457968,10.760783000000004,0.6222776625605226,0.8309765362273741,118033
solo_L2_phi-fdt-blos_20250307T041509_V03_0543070502.fits,2025-03-07T04:15:09+00:00,-10.20869,-7.250831,0.5487817250204491,10.57235700000001,0.6141634784186736,0.8282528132232384,119856
solo_L2_phi-fdt-blos_20250307T081509_V03_0543070503.fits,2025-03-07T08:15:09+00:00,-10.293399,-7.240783,0.5467573140774897,10.39304199999998,0.5904748050665203,0.8194749264426434,122412
solo_L2_phi-fdt-blos_20250307T121509_V03_0543070504.fits,2025-03-07T12:15:09+00:00,-10.378335,-7.239615,0.5447277258554589,10.209881999999993,0.5653086218320831,0.7886635342985215,123286
solo_L2_phi-fdt-blos_20250307T161509_V03_0543070505.fits,2025-03-07T16:15:09+00:00,-10.463495,-7.248135,0.5426929570169798,10.010892000000013,0.5798703968267183,0.806741705592411,124540
solo_L2_phi-fdt-blos_20250307T201509_V03_0543070506.fits,2025-03-07T20:15:09+00:00,-10.548874,-7.257349,0.5406530938125946,9.796907999999974,0.5870239806518484,0.8125590675306027,122754
solo_L2_phi-fdt-blos_20250308T081509_V03_0543080501.fits,2025-03-08T08:15:09+00:00,-10.806276,-7.237514,0.5345034142052324,9.177427000000023,0.557893858078253,0.7838254668760608,127221
solo_L2_phi-fdt-blos_20250308T121509_V03_0543080502.fits,2025-03-08T12:15:09+00:00,-10.892482,-7.236137,0.5324436537438785,8.976015000000018,0.5582606911372138,0.7771636697596752,126810
solo_L2_phi-fdt-blos_20250308T161509_V03_0543080503.fits,2025-03-08T16:15:09+00:00,-10.978881,-7.244387,0.5303790451770949,8.758504000000016,0.5480781750210265,0.771049974212007,129085
